MCS,Leader Cells,Follower Cells,Total
133,390,1169,1559
134,390,1169,1559
135,390,1169,1559
136,390,1169,1559
137,390,1169,1559
138,390,1169,1559
139,390,1169,1559
140,390,1169,1559
141,390,1169,1559
142,390,1169,1559
143,390,1169,1559
144,390,1169,1559
145,390,1169,1559
146,390,1169,1559
147,390,1169,1559
148,390,1169,1559
149,390,1169,1559
150,390,1169,1559
151,390,1169,1559
152,390,1169,1559
153,390,1169,1559
154,390,1169,1559
155,390,1169,1559
156,390,1169,1559
157,390,1170,1560
158,390,1170,1560
159,390,1170,1560
160,390,1170,1560
161,390,1170,1560
162,390,1170,1560
163,390,1170,1560
164,390,1170,1560
165,390,1170,1560
166,390,1170,1560
167,390,1170,1560
168,390,1170,1560
169,390,1170,1560
170,390,1170,1560
171,390,1170,1560
172,390,1170,1560
173,390,1170,1560
174,390,1170,1560
175,390,1170,1560
176,390,1170,1560
177,390,1170,1560
178,390,1170,1560
179,390,1170,1560
180,390,1170,1560
181,390,1170,1560
182,390,1170,1560
183,390,1170,1560
184,390,1170,1560
185,390,1170,1560
186,390,1170,1560
187,390,1170,1560
188,390,1170,1560
189,390,1170,1560
190,390,1170,1560
191,390,1170,1560
192,390,1170,1560
193,390,1170,1560
194,390,1170,1560
195,390,1170,1560
196,390,1170,1560
197,390,1170,1560
198,390,1170,1560
199,390,1170,1560
200,390,1170,1560
201,390,1170,1560
202,390,1170,1560
203,390,1170,1560
204,390,1170,1560
205,390,1170,1560
206,390,1170,1560
207,390,1170,1560
208,390,1170,1560
209,390,1171,1561
210,390,1171,1561
211,390,1171,1561
212,390,1172,1562
213,390,1172,1562
214,390,1172,1562
215,390,1174,1564
216,390,1175,1565
217,390,1175,1565
218,390,1176,1566
219,390,1177,1567
220,390,1177,1567
221,390,1178,1568
222,390,1178,1568
223,390,1179,1569
224,390,1179,1569
225,390,1180,1570
226,390,1180,1570
227,390,1181,1571
228,390,1182,1572
229,390,1183,1573
230,390,1185,1575
231,390,1187,1577
232,390,1188,1578
233,390,1188,1578
234,390,1188,1578
235,390,1188,1578
236,390,1188,1578
237,390,1189,1579
238,390,1189,1579
239,390,1191,1581
240,390,1192,1582
241,390,1193,1583
242,390,1195,1585
243,390,1196,1586
244,390,1196,1586
245,390,1197,1587
246,390,1198,1588
247,390,1200,1590
248,390,1203,1593
249,390,1205,1595
250,390,1209,1599
251,390,1209,1599
252,390,1210,1600
253,390,1213,1603
254,390,1214,1604
255,390,1215,1605
256,390,1215,1605
257,390,1218,1608
258,390,1220,1610
259,390,1224,1614
260,390,1226,1616
261,390,1227,1617
262,390,1229,1619
263,390,1232,1622
264,390,1234,1624
265,390,1238,1628
266,390,1240,1630
267,390,1242,1632
268,390,1246,1636
269,390,1251,1641
270,390,1253,1643
271,390,1255,1645
272,390,1259,1649
273,390,1263,1653
274,390,1267,1657
275,390,1271,1661
276,390,1275,1665
277,390,1280,1670
278,390,1283,1673
279,390,1287,1677
280,390,1289,1679
281,390,1293,1683
282,390,1298,1688
283,390,1306,1696
284,390,1312,1702
285,390,1318,1708
286,390,1320,1710
287,390,1328,1718
288,390,1334,1724
289,390,1337,1727
290,390,1340,1730
291,390,1347,1737
292,390,1351,1741
293,390,1355,1745
294,390,1361,1751
295,390,1370,1760
296,390,1371,1761
297,390,1373,1763
298,390,1376,1766
299,390,1379,1769
300,390,1383,1773
301,390,1386,1776
302,390,1389,1779
303,390,1393,1783
304,390,1393,1783
305,390,1396,1786
306,390,1399,1789
307,390,1403,1793
308,390,1411,1801
309,390,1416,1806
310,390,1419,1809
311,390,1421,1811
312,390,1428,1818
313,390,1435,1825
314,390,1443,1833
315,390,1449,1839
316,390,1452,1842
317,390,1459,1849
318,390,1461,1851
319,390,1465,1855
320,390,1470,1860
321,390,1474,1864
322,390,1475,1865
323,390,1479,1869
324,390,1480,1870
325,390,1483,1873
326,390,1489,1879
327,390,1492,1882
328,390,1495,1885
329,390,1497,1887
330,390,1505,1895
331,390,1509,1899
332,390,1518,1908
333,390,1520,1910
334,390,1526,1916
335,390,1530,1920
336,390,1531,1921
337,390,1534,1924
338,390,1544,1934
339,390,1551,1941
340,390,1555,1945
341,390,1559,1949
342,390,1561,1951
343,390,1562,1952
344,390,1568,1958
345,390,1575,1965
346,390,1577,1967
347,390,1579,1969
348,390,1585,1975
349,390,1587,1977
350,390,1589,1979
351,390,1593,1983
352,390,1596,1986
353,390,1599,1989
354,390,1601,1991
355,390,1608,1998
356,390,1608,1998
357,390,1609,1999
358,390,1612,2002
359,390,1613,2003
360,390,1614,2004
361,390,1619,2009
362,390,1623,2013
363,390,1627,2017
364,390,1634,2024
365,390,1638,2028
366,390,1640,2030
367,390,1642,2032
368,390,1646,2036
369,390,1648,2038
370,390,1650,2040
371,390,1652,2042
372,390,1655,2045
373,390,1655,2045
374,390,1657,2047
375,390,1657,2047
376,390,1659,2049
377,390,1662,2052
378,390,1666,2056
379,390,1668,2058
380,390,1669,2059
381,390,1669,2059
382,390,1671,2061
383,390,1672,2062
384,390,1674,2064
385,390,1675,2065
386,390,1680,2070
387,390,1682,2072
388,390,1688,2078
389,390,1690,2080
390,390,1692,2082
391,390,1695,2085
392,390,1696,2086
393,390,1697,2087
394,390,1697,2087
395,390,1701,2091
396,390,1707,2097
397,390,1710,2100
398,390,1713,2103
399,390,1714,2104
400,390,1716,2106
401,390,1719,2109
402,390,1720,2110
403,390,1720,2110
404,390,1720,2110
405,390,1721,2111
406,390,1721,2111
407,390,1722,2112
408,390,1722,2112
409,390,1722,2112
410,390,1723,2113
411,390,1724,2114
412,390,1724,2114
413,390,1726,2116
414,390,1727,2117
415,390,1727,2117
416,390,1729,2119
417,390,1731,2121
418,390,1732,2122
419,390,1732,2122
420,390,1733,2123
421,390,1734,2124
422,390,1734,2124
423,390,1734,2124
424,390,1735,2125
425,390,1735,2125
426,390,1736,2126
427,390,1737,2127
428,390,1737,2127
429,390,1737,2127
430,390,1738,2128
431,390,1740,2130
432,390,1740,2130
433,390,1740,2130
434,390,1740,2130
435,390,1740,2130
436,390,1740,2130
437,390,1740,2130
438,390,1740,2130
439,390,1740,2130
440,390,1740,2130
441,390,1741,2131
442,390,1741,2131
443,390,1741,2131
444,390,1741,2131
445,390,1741,2131
446,390,1741,2131
447,390,1741,2131
448,390,1741,2131
449,390,1741,2131
450,390,1741,2131
451,390,1741,2131
452,390,1741,2131
453,390,1741,2131
454,390,1741,2131
455,390,1741,2131
456,390,1741,2131
457,390,1741,2131
458,390,1742,2132
459,390,1742,2132
460,390,1742,2132
461,390,1742,2132
462,390,1742,2132
463,390,1742,2132
464,390,1742,2132
465,390,1742,2132
466,390,1742,2132
467,390,1742,2132
468,390,1742,2132
469,390,1742,2132
470,390,1742,2132
471,390,1742,2132
472,390,1743,2133
473,390,1743,2133
474,390,1743,2133
475,390,1743,2133
476,390,1743,2133
477,390,1743,2133
478,390,1743,2133
479,390,1744,2134
480,390,1744,2134
481,390,1744,2134
482,390,1744,2134
483,390,1744,2134
484,390,1744,2134
485,390,1744,2134
486,390,1744,2134
487,390,1744,2134
488,390,1744,2134
489,390,1744,2134
490,390,1744,2134
491,390,1744,2134
492,390,1744,2134
493,390,1745,2135
494,390,1745,2135
495,390,1745,2135
496,390,1745,2135
497,390,1745,2135
498,390,1745,2135
499,390,1745,2135
500,390,1745,2135
501,390,1745,2135
502,390,1745,2135
503,390,1745,2135
504,390,1745,2135
505,390,1745,2135
506,390,1745,2135
507,390,1745,2135
508,390,1745,2135
509,390,1745,2135
510,390,1745,2135
511,390,1745,2135
512,390,1745,2135
513,390,1745,2135
514,390,1745,2135
515,390,1745,2135
516,390,1745,2135
517,390,1745,2135
518,390,1745,2135
519,390,1745,2135
520,390,1745,2135
521,390,1746,2136
522,390,1746,2136
523,390,1746,2136
524,390,1746,2136
525,390,1746,2136
526,390,1746,2136
527,390,1746,2136
528,390,1746,2136
529,390,1746,2136
530,390,1746,2136
531,390,1746,2136
532,390,1746,2136
533,390,1746,2136
534,390,1746,2136
535,390,1746,2136
536,390,1746,2136
537,390,1746,2136
538,390,1746,2136
539,390,1746,2136
540,390,1746,2136
541,390,1746,2136
542,390,1746,2136
543,390,1746,2136
544,390,1746,2136
545,390,1746,2136
546,390,1746,2136
547,390,1746,2136
548,390,1746,2136
549,390,1746,2136
550,390,1746,2136
551,390,1746,2136
552,390,1746,2136
553,390,1746,2136
554,390,1746,2136
555,390,1746,2136
556,390,1746,2136
557,390,1746,2136
558,390,1746,2136
559,390,1746,2136
560,390,1746,2136
561,390,1746,2136
562,390,1746,2136
563,390,1746,2136
564,390,1746,2136
565,390,1746,2136
566,390,1746,2136
567,390,1746,2136
568,390,1746,2136
569,390,1746,2136
570,390,1746,2136
571,390,1746,2136
572,390,1746,2136
573,390,1746,2136
574,390,1746,2136
575,390,1746,2136
576,390,1746,2136
577,390,1746,2136
578,390,1746,2136
579,390,1746,2136
580,390,1746,2136
581,390,1746,2136
582,390,1746,2136
583,390,1746,2136
584,390,1746,2136
585,390,1746,2136
586,390,1746,2136
587,390,1746,2136
588,390,1746,2136
589,390,1746,2136
590,390,1746,2136
591,390,1746,2136
592,390,1746,2136
593,390,1746,2136
594,390,1746,2136
595,390,1746,2136
596,390,1746,2136
597,390,1746,2136
598,390,1746,2136
599,390,1746,2136
600,390,1746,2136
601,390,1746,2136
602,390,1746,2136
603,390,1746,2136
604,390,1746,2136
605,390,1746,2136
606,390,1746,2136
607,390,1746,2136
608,390,1746,2136
609,390,1746,2136
610,390,1746,2136
611,390,1746,2136
612,390,1746,2136
613,390,1746,2136
614,390,1746,2136
615,390,1746,2136
616,390,1746,2136
617,390,1746,2136
618,390,1746,2136
619,390,1746,2136
620,390,1746,2136
621,390,1746,2136
622,390,1746,2136
623,390,1746,2136
624,390,1746,2136
625,390,1746,2136
626,390,1746,2136
627,390,1746,2136
628,390,1746,2136
629,390,1746,2136
630,390,1746,2136
631,390,1746,2136
632,390,1746,2136
633,390,1746,2136
634,390,1746,2136
635,390,1746,2136
636,390,1746,2136
637,390,1746,2136
638,390,1746,2136
639,390,1746,2136
640,390,1746,2136
641,390,1746,2136
642,390,1746,2136
643,390,1746,2136
644,390,1746,2136
645,390,1746,2136
646,390,1746,2136
647,390,1746,2136
648,390,1746,2136
649,390,1746,2136
650,390,1746,2136
651,390,1746,2136
652,390,1746,2136
653,390,1746,2136
654,390,1746,2136
655,390,1746,2136
656,390,1746,2136
657,390,1746,2136
658,390,1746,2136
659,390,1746,2136
660,390,1746,2136
661,390,1747,2137
662,390,1747,2137
663,390,1747,2137
664,390,1747,2137
665,390,1747,2137
666,390,1747,2137
667,390,1747,2137
668,390,1747,2137
669,390,1747,2137
670,390,1747,2137
671,390,1747,2137
672,390,1747,2137
673,390,1747,2137
674,390,1747,2137
675,390,1747,2137
676,390,1747,2137
677,390,1747,2137
678,390,1747,2137
679,390,1747,2137
680,390,1747,2137
681,390,1747,2137
682,390,1747,2137
683,390,1747,2137
684,390,1747,2137
685,390,1747,2137
686,390,1747,2137
687,390,1747,2137
688,390,1747,2137
689,390,1747,2137
690,390,1747,2137
691,390,1747,2137
692,390,1747,2137
693,390,1747,2137
694,390,1747,2137
695,390,1747,2137
696,390,1747,2137
697,390,1747,2137
698,390,1747,2137
699,390,1747,2137
700,390,1747,2137
